Nom,Categorie,Prix_achat_fcfa,Prix_vente_fcfa,Prix_original_fcfa,Stock,Description,Image_url,Images,Marque,Etat,Region,Vendeur,Telephone
Caméra Hikvision DS-2CD1123G2-LIU(2.8mm)(O-STD) hybride intelligente 2 MP,Électronique & Hi-Fi,38000,44800,,5,"La **caméra Hikvision DS-2CD1123G2-LIU (2.8mm)** est une solution de vidéosurveillance IP intelligente conçue pour offrir une sécurité avancée aux particuliers et aux professionnels. Dotée d’un capteur 2 mégapixels, elle délivre des images en Full HD (1080p) avec une grande précision, assurant une surveillance efficace en toutes circonstances. Grâce à son objectif grand angle de 2.8 mm, elle couvre une zone plus large, ce qui la rend idéale pour surveiller des espaces ouverts comme les halls, bureaux, magasins ou parkings.",https://www.soumari.com/wp-content/uploads/2026/04/Camera-Hikvision-DS-2CD1123G2-LIU2.8mmO-STD-hybride-intelligente-2-MP-300x300.webp,,,Neuf,Dakar,,
Caméra Hikvision DS-2CD1021GO-I(4mm) 2 MP,Électronique & Hi-Fi,22000,26000,,5,"La **caméra Hikvision DS-2CD1021G0-I (4mm)** est une solution de vidéosurveillance IP performante, conçue pour assurer la sécurité des habitations, bureaux, commerces et entrepôts. Dotée d’un capteur 2 mégapixels, elle offre une qualité d’image Full HD (1080p), garantissant des images claires et détaillées, de jour comme de nuit.",https://www.soumari.com/wp-content/uploads/2026/04/Camera-Hikvision-DS-2CD1021GO-I4mm-2-MP-300x300.webp,,,Neuf,Dakar,,
CAMERA HIKVISION IP POE 2MP DOM DS-2CD1321G0-I(2.8mm),Électronique & Hi-Fi,22000,26000,,5,"La camera hikvision ds-2cd1321g0-i (2.8mm) est une caméra IP dôme performante conçue par Hikvision. Elle offre une surveillance fiable avec une résolution Full HD 2 MP. Grâce à la technologie PoE (Power over Ethernet), elle fonctionne avec un seul câble réseau pour l’alimentation et la transmission des données, facilitant l’installation. Elle est équipée d’un infrarouge performant, permettant une surveillance claire jusqu’à 30 mètres la nuit. Son objectif 2.8 mm offre un angle de vue large, idéal pour les espaces intérieurs et extérieurs.",https://www.soumari.com/wp-content/uploads/2026/04/CAMERA-HIKVISION-IP-POE-2MP-DOM-DS-2CD1321G0-I2.8mm_11zon-300x300.webp,,,Neuf,Dakar,,
Caméra Hikvision DS-2SE4C425MWG-E(14 FO) 4+4MP 25X ColorVu et IR Acusense,Électronique & Hi-Fi,234500,253300,,5,"La camera hikvision ds-2se4c425mwg-e (14f0) est une caméra PTZ professionnelle conçue par Hikvision. Elle combine deux capteurs (4 MP + 4 MP) pour offrir une surveillance panoramique et un zoom puissant.Grâce à la technologie ColorVu, elle permet une image en couleur même de nuit, tandis que l’éclairage IR assure une visibilité jusqu’à longue distance.",https://www.soumari.com/wp-content/uploads/2026/04/Camera-Hikvision-DS-2SE4C425MWG-E14-FO-44MP-25X-ColorVu-et-IR-Acusense-300x300.webp,,,Neuf,Dakar,,
Caméra Hikvision solaire DS-2CFSP4/4G(2.8mm)(O-STD) PT 4G 4MP 24h/24 et 7j/7,Électronique & Hi-Fi,84800,95000,,5,"La camera hikvision solaire ds-2cfsp4/4g (2.8mm) 4mp est une solution de vidéosurveillance autonome conçue par Hikvision, idéale pour les zones sans électricité ni Wi-Fi.Grâce à son panneau solaire intégré et sa batterie rechargeable, elle fonctionne en continu 24h/24 et 7j/7. Sa connectivité 4G permet un accès à distance depuis n’importe où via smartphone.",https://www.soumari.com/wp-content/uploads/2026/04/Camera-Hikvision-solaire-DS-2CFSP4-4G2.8mmO-STD-PT-4G-4MP-1-300x300.webp,,,Neuf,Dakar,,
Caméra Hikvision DS-2CE76KOT-LPFS(2.8mm) hybride 3K avec éclairage et audio,Électronique & Hi-Fi,18000,21200,,5,"La camera hikvision ds-2ce76k0t-lpfs (2.8mm) 3k est une caméra analogique dôme performante conçue par Hikvision pour offrir une surveillance fiable en intérieur comme en extérieur.Elle propose une résolution 3K (5 MP) permettant d’obtenir des images très détaillées. Grâce à la technologie Smart Hybrid Light, elle combine infrarouge et lumière blanche pour s’adapter automatiquement aux conditions de luminosité.",https://www.soumari.com/wp-content/uploads/2026/04/Camera-Hikvision-DS-2CE76KOT-LPFS2.8mm-hybride-3K-avec-eclairage-et-audio-300x300.webp,,,Neuf,Dakar,,
Camera hikvision DS-2CE70KF0T-LPFS DOM HYBROID Intelligente 3K COOR VU,Électronique & Hi-Fi,30000,35400,,5,"La camera hikvision ds-2ce70kf0t-lpfs 3k colorvu est une caméra analogique dôme performante conçue par Hikvision pour une surveillance fiable en intérieur comme en extérieur. Elle offre une résolution 3K (5 MP) pour des images très détaillées. Grâce à la technologie ColorVu (F1.0), elle capture des images en couleur 24h/24, même en faible luminosité.",https://www.soumari.com/wp-content/uploads/2026/04/CAMERA-HIKVISION-DS-2CE70KF0T-LPFS-DOM-HYBROID-INTELLIGENTE-3K-COOR-VU_11zon-300x300.webp,,,Neuf,Dakar,,
CAMERA HIKVISION DS-2CE10KF0T-PFS EXTERIEUR MINI 3K COLOR VU,Électronique & Hi-Fi,30000,35400,,5,"La camera hikvision ds-2ce10kf0t-pfs 3k colorvu est une caméra analogique extérieure performante conçue par Hikvision. Elle offre une résolution 3K (5 MP) avec une qualité d’image très détaillée. Grâce à la technologie ColorVu (F1.0), elle capture des images en couleur 24h/24, même en faible luminosité. Son éclairage intégré permet une visibilité optimale la nuit.",https://www.soumari.com/wp-content/uploads/2026/04/CAMERA-HIKVISION-DS-2CE10KF0T-PFS-EXTERIEUR-MINI-3K-COLOR-VU_11zon-300x300.webp,,,Neuf,Dakar,,
Caméra HIKVISION DS-2CD1143G2-LIU,Électronique & Hi-Fi,50000,56000,,5,"La Hikvision DS-2CD1143G2-LIU est une caméra réseau IP de type dôme offrant une résolution de 4 MP pour des images nettes et détaillées de jour comme de nuit. Elle est idéale pour la surveillance des habitations, bureaux, magasins, entrepôts et autres espaces professionnels.",https://www.soumari.com/wp-content/uploads/2026/04/CAMERA-HIKVISION-DS-2CD2143G2-LIS-2U-HYBRIL-INTELLIGENTE-4MP-300x300.webp,,,Neuf,Dakar,,
Caméra Hikvision DS-2CD2047G3-LIY(4mm)(O-STD) 4 MP avec éclairage ColorVu,Électronique & Hi-Fi,90000,100800,,5,"La camera hikvision ds-2cd2047g3-liy (4mm) 4mp est une caméra IP extérieure haut de gamme conçue par Hikvision. Elle intègre la technologie ColorVu, offrant une image en couleur même dans l’obscurité totale grâce à son objectif lumineux. Dotée d’une résolution 4 MP, elle garantit une image nette et détaillée. Son objectif 4 mm permet une vision plus ciblée, idéale pour surveiller une entrée, un portail ou une zone précise.",https://www.soumari.com/wp-content/uploads/2026/04/Camera-Hikvision-DS-2CD2047G3-LIYCamera-Hikvision-DS-2CD2047G3-LIY4mmO-STD-4-MP-avec-eclairage-ColorVu-300x257.jpg,,,Neuf,Dakar,,
Camera hikvision DS-2CD2043G2-LI(2U) EXTERIEUR HYBRID INTELLIGENTE 4MP,Électronique & Hi-Fi,60000,67200,,5,"La camera hikvision ds-2cd2043g2-li(2u) 4mp est une caméra IP extérieure performante conçue par Hikvision. Elle intègre la technologie Smart Hybrid Light, combinant infrarouge et lumière blanche pour une vision nocturne optimale. Avec sa résolution 4 MP, elle offre une image nette et détaillée, idéale pour sécuriser maisons, commerces ou entreprises. Elle dispose également de fonctions intelligentes comme la détection humaine et véhicule, réduisant les fausses alertes.",https://www.soumari.com/wp-content/uploads/2026/04/CAMERA-HIKVISION-DS-2CD2043G2-LI2U-EXTERIEUR-HYBRID-INTELLIGENTE-4MP._11zon-300x300.webp,,,Neuf,Dakar,,
Caméra Hikvision DS-2CD1023G2-LIU(2.8mm)(O-STD),Électronique & Hi-Fi,25000,29500,,5,"La camera hikvision ds-2cd1023g2-liu (2.8mm) est une caméra IP performante conçue par Hikvision pour offrir une surveillance intelligente et précise. Elle propose une résolution Full HD 2 MP, combinée à la technologie Smart Hybrid Light permettant une vision nocturne optimisée avec infrarouge + lumière blanche.",https://www.soumari.com/wp-content/uploads/2026/04/Camera-Hikvision-DS-2CD1023G2-LIU2.8mmO-STD-300x300.webp,,,Neuf,Dakar,,
camera hikvision analogique color vu 2MP DOM DS-2CE70DFOT-LPFS(2.8mm),Électronique & Hi-Fi,25000,29500,,5,"La camera hikvision analogique colorvu 2mp ds-2ce70df0t-lpfs (2.8mm) est une caméra dôme performante conçue par Hikvision pour offrir une surveillance fiable avec une image couleur 24h/24. Grâce à la technologie ColorVu (F1.0) et au système Smart Hybrid Light, elle garantit une excellente visibilité même en faible luminosité. Elle dispose également d’un microphone intégré, permettant l’enregistrement audio via câble coaxial. Son objectif 2.8 mm offre un angle de vue large, idéal pour les maisons, bureaux ou commerces.",https://www.soumari.com/wp-content/uploads/2026/04/CAMERA-HIKVISION-ANALOQIQUE-COLOR-VU-2MP-DOM-DS-2CE70DFOT-LPFS2.8mm_11zon-300x300.webp,,,Neuf,Dakar,,
Mini caméra Hikvision DS-2CE16D0T-LPTS(2.8mm) 2MP,Électronique & Hi-Fi,20000,23600,,5,"La mini caméra hikvision ds-2ce16d0t-lpts (2.8mm) 2mp est une solution de vidéosurveillance compacte conçue pour offrir une image claire et fiable au quotidien. Développée par Hikvision, elle convient parfaitement aux installations résidentielles et professionnelles.",https://www.soumari.com/wp-content/uploads/2026/04/Mini-camera-Hikvision-DS-2CE16D0T-LPTS2.8mm-2MP-300x300.webp,,,Neuf,Dakar,,
Camera hikvision analogique Color VU 2MP DOM DS-2CE10DF0T-LPFS(3.6mm),Électronique & Hi-Fi,19000,22400,,5,"La camera hikvision analogique colorvu 2mp ds-2ce10df0t-lpfs (3.6mm) est une caméra de surveillance extérieure performante conçue pour offrir une image en couleur 24h/24, même dans l’obscurité.Développée par Hikvision, elle intègre la technologie ColorVu avec une ouverture F 1.0, permettant de capturer un maximum de lumière pour une image plus claire la nuit.",https://www.soumari.com/wp-content/uploads/2026/04/CAMERA-HIKVISION-ANALOGIQUE-COLOR-VU-2MP-DOM-DS-2CE10DF0T-LPFS3.6mm_11zon-300x300.webp,,,Neuf,Dakar,,
Camera hikvision analogique 5mp exterieur DS-2CE16K0T-LPFS(3.6mm),Électronique & Hi-Fi,24800,29300,,5,"La camera hikvision analogique ds-2ce16k0t-lpfs (3.6mm) est une caméra de surveillance extérieure performante conçue pour offrir une image claire et détaillée, de jour comme de nuit. Développée par Hikvision, elle intègre une résolution 3K (équivalent haute qualité proche 5MP) pour une surveillance précise.",https://www.soumari.com/wp-content/uploads/2026/04/CAMERA-HIKVISION-ANALOGIQUE-5MP-EXTERIEUR-DS-2CE16K0T-LPFS3.6mm_11zon-300x300.webp,,,Neuf,Dakar,,
Camera Hikvision Analogique 5mp Exterieur DS-2CE10DF3T-PF(3.6mm)(O-STD),Électronique & Hi-Fi,25000,29500,,5,"La camera hikvision analogique 5mp exterieur ds-2ce10df3t-pf (3.6mm) est une caméra de surveillance performante conçue pour offrir une sécurité optimale en extérieur. Développée par Hikvision, elle intègre la technologie ColorVu, permettant une vision en couleur 24h/24, même dans l’obscurité.",https://www.soumari.com/wp-content/uploads/2026/04/CAMERA-HIKVISION-ANALOGIQUE-5MP-EXTERIEUR-DS-2CE10DF3T-PF3.6mmO-STD_11zon-300x300.webp,,,Neuf,Dakar,,
CAMERA HIKVISION DS-2CE70DF3T-PF (2.8mm),Électronique & Hi-Fi,25000,29500,,5,"La camera hikvision ds-2ce70df3t-pf (2.8mm) est une caméra de surveillance performante conçue pour offrir une image claire et détaillée en toutes circonstances. Développée par Hikvision, elle intègre la technologie ColorVu, permettant une vision en couleur même la nuit.",https://www.soumari.com/wp-content/uploads/2026/04/CAMERA-HIKVISION-DS-2CE70DF3T-PF-2.8mm_11zon-300x300.webp,,,Neuf,Dakar,,
BAFLE VIDEO CONFERENCE HIKVISIOND-UAC-S1V,Électronique & Hi-Fi,105000,117600,,5,"La bafle video conference hikvision d-uac-s1v est un dispositif audio professionnel conçu pour optimiser la qualité sonore lors de vos réunions en ligne et conférences. Développée par Hikvision, elle garantit une restitution sonore claire et fluide pour une communication efficace.",https://www.soumari.com/wp-content/uploads/2026/04/BAFLE-VIDEO-CONFERENCE-HIKVISIOND-UAC-S1V_11zon-300x300.webp,,,Neuf,Dakar,,
Casque ordinateur G505,Téléphones & Accessoires,7500,9400,,5,"Le G505 est un casque audio conçu pour accompagner l’utilisateur lors de ses activités sur ordinateur. Il peut être utilisé pour jouer, écouter de la musique, regarder des films et vidéos ou participer à des appels et visioconférences. Son format permet une utilisation confortable au quotidien et convient aussi bien aux loisirs qu’au travail ou aux études.",https://www.soumari.com/wp-content/uploads/2026/08/Casque-ordinateur-G505-1-1-300x300.jpg,,,Neuf,Dakar,,
Casque ordinateur GT806,Téléphones & Accessoires,16800,19800,,5,"Le GT806 est un casque conçu pour accompagner les utilisateurs d’ordinateur dans leurs activités multimédias. Il convient aussi bien au gaming qu’à l’écoute de musique, au visionnage de vidéos et aux communications en ligne. Son format circum-aural permet de profiter d’une expérience d’écoute agréable tout en offrant une bonne immersion dans les jeux et les contenus multimédias.",https://www.soumari.com/wp-content/uploads/2026/08/Casque-ordinateur-GT806-1-1-300x300.jpg,,,Neuf,Dakar,,
Casque ordinateur B15,Téléphones & Accessoires,16800,19800,,5,"Le B15  est un casque gaming sans fil conçu pour offrir une expérience audio polyvalente. Grâce à ses trois modes de connexion, il peut être utilisé en Bluetooth, en 2.4G sans fil ou en mode filaire. Cette polyvalence permet de l’utiliser avec différents appareils selon les besoins : ordinateur, console, téléphone, tablette ou autres équipements compatibles.",https://www.soumari.com/wp-content/uploads/2026/08/Casque-ordinateur-B15-1-1-300x300.jpg,,,Neuf,Dakar,,
Casque ordinateur A66,Téléphones & Accessoires,6000,7500,,5,"Le casque ordinateur A66 est conçu pour offrir une expérience audio agréable lors de l’utilisation quotidienne d’un ordinateur. Il peut être utilisé pour écouter de la musique, regarder des films et vidéos, jouer ou participer à des conversations en ligne. Grâce à sa conception adaptée à une utilisation prolongée, il convient aussi bien au travail qu’aux études et au divertissement.",https://www.soumari.com/wp-content/uploads/2026/08/Casque-ordinateur-A66-1-1-300x300.jpg,,,Neuf,Dakar,,
Casque ordinateur V6S,Téléphones & Accessoires,7000,8800,,5,"Le casque ordinateur V6S est conçu pour offrir une expérience audio pratique aussi bien au travail qu’à la maison. Grâce à son microphone intégré, il convient parfaitement aux appels, réunions en ligne, cours à distance et communications vocales. Son design avec arceau permet de le porter confortablement pendant les activités quotidiennes sur ordinateur.",https://www.soumari.com/wp-content/uploads/2026/08/Casque-ordinateur-V6S-1-300x300.jpg,,,Neuf,Dakar,,
Coque iPhone AS1,Téléphones & Accessoires,2000,2500,,5,"La Coque iPhone AS1 est spécialement conçue pour protéger efficacement votre iPhone tout en préservant son design élégant. Grâce à sa conception robuste et légère, elle offre une excellente résistance aux chocs, aux rayures et aux petites chutes du quotidien.",https://www.soumari.com/wp-content/uploads/2026/06/Coque-iPhone-AS1_11zon-1-300x300.webp,,,Neuf,Dakar,,
AirPod GALAXY BUDS3,Téléphones & Accessoires,6500,8100,,5,"Les Galaxy Buds3 de Samsung sont conçus pour offrir une expérience audio premium grâce à leur qualité sonore avancée, leur design ergonomique et leurs fonctionnalités intelligentes. Dotés de haut-parleurs performants et d’une technologie audio optimisée, ils délivrent un son riche, des basses profondes et des aigus précis. Leur système de réduction du bruit permet de réduire les sons extérieurs afin de profiter pleinement de votre musique, de vos appels ou de vos contenus multimédias.",https://www.soumari.com/wp-content/uploads/2026/06/AirPod-GALAXY-BUDS3_11zon-300x300.webp,,,Neuf,Dakar,,
AirPod P7 PRO,Téléphones & Accessoires,5500,6900,,5,"Les AirPods P7 Pro sont des écouteurs Bluetooth sans fil conçus pour offrir une qualité sonore immersive et un confort optimal. Grâce à leur technologie de connexion avancée, ils se connectent instantanément à votre smartphone, tablette ou ordinateur compatible Bluetooth.",https://www.soumari.com/wp-content/uploads/2026/06/AirPod-P7-PRO_11zon_11zon-300x300.webp,,,Neuf,Dakar,,
AirPod P6 PRO,Téléphones & Accessoires,5000,6300,,5,"Les AirPods P6 Pro sont des écouteurs sans fil nouvelle génération conçus pour offrir une expérience audio immersive et un confort optimal au quotidien. Grâce à leur technologie Bluetooth avancée, ils assurent une connexion rapide et stable avec vos appareils mobiles.",https://www.soumari.com/wp-content/uploads/2026/06/AirPod-P6-PRO_11zon_11zon-300x300.webp,,,Neuf,Dakar,,
AirPod P4 pro,Téléphones & Accessoires,5500,6900,,5,"Les AirPods P4 Pro sont des écouteurs sans fil conçus pour offrir une expérience audio de qualité tout en garantissant un confort optimal. Grâce à la technologie Bluetooth avancée, ils se connectent rapidement à votre smartphone, tablette ou ordinateur portable.",https://www.soumari.com/wp-content/uploads/2026/06/AirPod-P4-pro-_11zon-300x300.webp,,,Neuf,Dakar,,
Bol Mélangeur Multifonctionnel RAF 7L 5 en 1,Téléphones & Accessoires,60000,67200,,5,"Le bol mélangeur RAF 7L multifonctionnel 5 en 1 est un appareil de cuisine pratique conçu pour faciliter la préparation de vos recettes au quotidien. Grâce à sa grande capacité de 7 litres, il est idéal pour préparer des quantités importantes de pâte, de crème ou de mélanges culinaires.",https://www.soumari.com/wp-content/uploads/2026/03/Bol-Melangeur-Multifonctionnel-RAF-7L-5-en-1_jfif-300x300.webp,,,Neuf,Dakar,,
Casque Sony Sans Fil Gris et Noir WH-1000XM5,Téléphones & Accessoires,170000,190400,,5,"Le casque Sony sans fil WH-1000XM5 gris et noir est une référence mondiale en matière de réduction de bruit active intelligente. Conçu pour les audiophiles exigeants, il offre une qualité sonore exceptionnelle, des basses profondes, des aigus précis et une immersion totale, que ce soit pour la musique, les appels ou les voyages. Grâce à ses processeurs de réduction de bruit avancés, le WH-1000XM5 s’adapte automatiquement à votre environnement pour éliminer efficacement les bruits extérieurs. Sa connectivité Bluetooth rapide et stable assure une expérience fluide avec smartphones, tablettes et ordinateurs.",https://www.soumari.com/wp-content/uploads/2026/01/Casque-Sony-Sans-Fil-Gris-et-Noir-WH-1000XM5-300x300.webp,,,Neuf,Dakar,,
Power bank VIMAX 20000 mah,Téléphones & Accessoires,9000,11300,,5,"Le Power Bank VIMAX 20000 mAh est conçu pour répondre aux besoins des utilisateurs les plus exigeants. Avec sa grande capacité de 20 000 mAh, il peut recharger plusieurs fois vos smartphones, tablettes, écouteurs sans fil et autres appareils connectés, idéal pour les voyages, les déplacements professionnels ou une utilisation quotidienne.",https://www.soumari.com/wp-content/uploads/2025/09/Power-bank-VIMAX-20000-mah-300x300.jpg,,,Neuf,Dakar,,
Power bank VIMAX 10000 mah,Téléphones & Accessoires,6000,7500,,5,"Le Power Bank VIMAX 10000 mAh est la solution parfaite pour garder vos appareils connectés partout, sans vous soucier de tomber à court de batterie. Avec sa capacité de 10 000 mAh, il offre suffisamment d’énergie pour recharger 2 à 3 fois la plupart des smartphones, tout en restant ultra-compact et facile à transporter dans une poche ou un sac.",https://www.soumari.com/wp-content/uploads/2025/09/Power-bank-VIMAX-10000-mah-300x300.jpg,,,Neuf,Dakar,,
Power bank NB 20000 mah,Téléphones & Accessoires,9000,11300,,5,"Équipé de ports USB multiples et d’une technologie de charge rapide, il offre une compatibilité universelle avec la plupart des appareils Android, iOS et autres gadgets connectés. Sa conception compacte et élégante le rend facile à transporter dans un sac ou une poche, tout en offrant une robustesse et une durabilité remarquables.",https://www.soumari.com/wp-content/uploads/2025/09/Power-bank-NB-20000-mah-___-300x300.jpg,,,Neuf,Dakar,,
Power bank NB 30000 mah,Téléphones & Accessoires,13000,15300,,5,"Le Power Bank NB 30000 mAh est conçu pour fournir une autonomie prolongée et fiable à tous vos appareils mobiles, tablettes et accessoires électroniques. Avec sa capacité ultra-élevée de 30000 mAh, il permet de recharger plusieurs fois vos smartphones ou autres appareils avant de nécessiter une recharge.Équipé de technologies de charge rapide, il optimise la vitesse de recharge pour différents appareils, tout en protégeant contre les surcharges, les courts-circuits et les surchauffes. Ce modèle est compatible avec la plupart des smartphones, tablettes, appareils photo, écouteurs et autres périphériques USB.",https://www.soumari.com/wp-content/uploads/2025/09/Power-bank-NB-30000-mah-300x300.jpg,,,Neuf,Dakar,,
Power Bank Nb-Pk17 10000 mah,Téléphones & Accessoires,5800,7300,,5,"La Power Bank Nb-Pk17 10000 mAh est une batterie externe compacte et élégante, conçue pour recharger vos appareils en toute simplicité lors de vos déplacements. Avec sa capacité de 10 000 mAh, elle permet de recharger plusieurs fois un smartphone ou de prolonger l’autonomie de vos tablettes et autres gadgets électroniques. Dotée de ports de sortie pratiques, elle assure une charge rapide et sécurisée grâce à sa technologie de protection intégrée contre la surcharge et la surchauffe. Son design léger et portable en fait un accessoire indispensable pour rester connecté partout et à tout moment.",https://www.soumari.com/wp-content/uploads/2025/09/Power-bank-Nb-Pk17-10000-mah--300x300.jpg,,,Neuf,Dakar,,
Support tv V Star Pivotant 32-75 Cp750,Téléphones & Accessoires,15500,18300,,5,"Le **Support TV V Star Pivotant CP750** est un support mural robuste et polyvalent conçu pour accueillir des téléviseurs de **32 à 75 pouces**. Grâce à sa structure pivotante, il permet d’orienter facilement l’écran selon l’angle de vision souhaité, offrant un confort optimal pour tous les types de pièces. Fabriqué avec des matériaux solides, il assure une excellente stabilité et sécurité à votre téléviseur. Idéal pour un usage domestique ou professionnel, ce support allie praticité, design moderne et facilité d’installation.",https://www.soumari.com/wp-content/uploads/2025/06/Support-tv-V-Star-Pivotant-32-75-Cp750-300x300.jpg,,,Neuf,Dakar,,
Support tv V Star Pivotant 55-100 cp980,Téléphones & Accessoires,19500,23000,,5,"Le **support TV V Star Pivotant 55-100 CP980** est un support mural robuste conçu pour accueillir des téléviseurs de grande taille, allant de **55 à 100 pouces**. Grâce à sa fonction **pivotante**, il permet d’orienter l’écran selon l’angle de vision souhaité, offrant ainsi un confort visuel optimal, que vous soyez assis en face ou sur le côté. Sa **structure solide** assure une excellente stabilité, tandis que son **design discret et moderne** s’intègre facilement à tout type d’intérieur. Idéal pour un salon, une salle de réunion ou un espace de divertissement, ce support est une solution pratique et élégante pour fixer votre TV au mur en toute sécurité.",https://www.soumari.com/wp-content/uploads/2025/06/Support-tv-V-Star-Pivotant-55-100-cp980-300x300.jpg,,,Neuf,Dakar,,
Tablette Atouch Q39 256gb ram 8,Téléphones & Accessoires,26500,31300,,5,"La tablette **Atouch Q39** est un appareil polyvalent conçu pour répondre aux besoins quotidiens en matière de divertissement et de productivité. Elle est dotée d’un généreux espace de stockage de **256 Go**, idéal pour sauvegarder vos applications, photos, vidéos et documents sans souci de mémoire. Avec sa **RAM de 8 Go**, elle garantit une navigation fluide et rapide, même lors de l’exécution de plusieurs tâches en simultané. Son **écran de 8 pouces** offre un affichage clair et confortable, parfait pour regarder des vidéos, lire ou surfer sur Internet. Compacte et légère, elle est facile à transporter, ce qui en fait un excellent compagnon pour les déplacements.",https://www.soumari.com/wp-content/uploads/2025/06/Tablette-Atouch-Q39-256gb-ram-8-3-300x300.jpg,,,Neuf,Dakar,,
Tablette Atouch Q42 256gb ram 8,Téléphones & Accessoires,32000,37800,,5,"La tablette **Atouch Q42** est un appareil performant conçu pour répondre aux besoins quotidiens des utilisateurs. Elle dispose d’un **grand espace de stockage de 256 Go**, idéal pour sauvegarder vos applications, photos, vidéos et documents sans souci. Grâce à sa **mémoire RAM de 8 Go**, elle offre une utilisation fluide et rapide, même lors du multitâche. Son **écran tactile de 8 pouces** assure une bonne qualité d’affichage pour la navigation, les vidéos ou la lecture. Compacte et légère, cette tablette est parfaite pour une utilisation à la maison, à l’école ou en déplacement.",https://www.soumari.com/wp-content/uploads/2025/06/Tablette-atouch-Q42-256gb-ram-8-3-300x300.jpg,,,Neuf,Dakar,,
Tablette Atouch Q38 256gb ram 8,Téléphones & Accessoires,32000,37800,,5,"La tablette **Atouch Q38** est un appareil performant conçu pour offrir une expérience fluide et polyvalente. Dotée d’un **espace de stockage de 256 Go** et de **8 Go de RAM**, elle assure une navigation rapide, un multitâche sans ralentissement et un espace suffisant pour stocker toutes vos applications, photos, vidéos et documents. Son design compact en fait un choix idéal pour une utilisation mobile, que ce soit pour les études, le divertissement ou le travail. La **Tablette Atouch Q38** allie puissance, capacité et praticité pour répondre aux besoins quotidiens des utilisateurs modernes.",https://www.soumari.com/wp-content/uploads/2025/06/Tablette-Atouch-Q38-256gb-ram-8-e-300x300.jpg,,,Neuf,Dakar,,
Casque JBL Sans Fil Live 460 NC,Téléphones & Accessoires,8000,10000,,5,"Le **casque JBL Sans Fil Live 460NC** est un casque audio élégant et performant conçu pour offrir une expérience d’écoute immersive. Doté de la technologie **de réduction active du bruit (Noise Cancelling)**, il permet de se plonger pleinement dans la musique en éliminant les bruits ambiants. Grâce à sa **connectivité Bluetooth**, il assure une liberté de mouvement sans fil et une grande facilité d’utilisation. Avec le son **Signature JBL**, les basses sont puissantes et les aigus clairs, pour un rendu sonore équilibré. Ce casque est également équipé d’un **assistant vocal intégré**, de commandes tactiles pratiques et d’une **autonomie allant jusqu’à 50 heures** (ou 40 heures avec la réduction de bruit activée), ce qui en fait un choix idéal pour une utilisation quotidienne, au travail comme en déplacement.",https://www.soumari.com/wp-content/uploads/2025/05/Casque-JBL-Sans-Fil-Live-460-NC-300x300.jpg,,,Neuf,Dakar,,
Casque JBL Sans Fil E55 BT,Téléphones & Accessoires,8000,10000,,5,"Le casque JBL Sans Fil E55 BT est un casque audio élégant et performant qui allie confort, autonomie et qualité sonore. Doté de la technologie Bluetooth, il permet une écoute sans fil fluide et une grande liberté de mouvement. Ses haut-parleurs puissants offrent un son signature JBL clair et dynamique, idéal pour la musique, les appels ou les vidéos. Avec une autonomie impressionnante allant jusqu’à 20 heures, il est parfait pour une utilisation prolongée sans interruption. Son arceau rembourré et ses coussinets doux garantissent un port confortable, même pendant de longues sessions d’écoute. Polyvalent, il est également équipé d’un câble détachable et d’un micro intégré pour répondre aux appels avec facilité.",https://www.soumari.com/wp-content/uploads/2025/05/Casque-JBL-Sans-Fil-E55-BT-2-300x300.jpg,,,Neuf,Dakar,,
Casque JBL Sans Fil Live 660 NC,Téléphones & Accessoires,8000,10000,,5,"Le casque JBL Sans Fil Live 660 NC est un casque audio haut de gamme qui offre une expérience sonore immersive grâce à la technologie de réduction de bruit active (Noise Cancelling). Doté du légendaire son JBL avec des basses puissantes, il permet une écoute claire et dynamique. Grâce à sa connectivité Bluetooth, il assure une liberté de mouvement totale sans fil, et son autonomie impressionnante allant jusqu’à 50 heures (ou 40 heures avec la réduction de bruit activée) le rend idéal pour une utilisation prolongée. Confortable avec ses coussinets doux et son arceau rembourré, il intègre également l’assistant vocal, le contrôle tactile et la fonction Ambient Aware pour rester conscient de son environnement. Le JBL Live 660 NC allie performance, confort et modernité pour les amateurs de musique exigeants.",https://www.soumari.com/wp-content/uploads/2025/05/Casque-JBL-Sans-Fil-Live-660-NC-300x300.jpg,,,Neuf,Dakar,,
Chargeur Samsung Original,Téléphones & Accessoires,9000,11300,,5,"Le **chargeur Samsung original** est un accessoire de haute qualité conçu pour offrir une recharge rapide, sécurisée et efficace à vos appareils Samsung. Grâce à sa technologie de charge rapide (Fast Charging), il permet de récupérer un maximum d’autonomie en un minimum de temps. Fabriqué selon les normes strictes de la marque, il garantit une compatibilité parfaite avec les smartphones, tablettes et autres appareils Samsung, tout en protégeant contre la surchauffe, les surtensions et les courts-circuits. Compact et élégant, ce chargeur est l’accessoire idéal pour une utilisation quotidienne à la maison, au bureau ou en déplacement.",https://www.soumari.com/wp-content/uploads/2025/05/Chargeur-Samsung-Original-300x300.jpg,,,Neuf,Dakar,,
